MirBase Name	BR:BT_549	BR:HS578T	BR:MCF7	BR:MDA_MB_231	BR:T47D	CNS:SF_268	CNS:SF_295	CNS:SF_539	CNS:SNB_19	CNS:SNB_75	CNS:U251	CO:COLO205	CO:HCC_2998	CO:HCT_116	CO:HCT_15	CO:HT29	CO:KM12	CO:SW_620	LE:CCRF_CEM	LE:HL_60	LE:K_562	LE:MOLT_4	LE:RPMI_8226	LE:SR	ME:LOXIMVI	ME:M14	ME:MALME_3M	ME:SK_MEL_2	ME:SK_MEL_28	ME:SK_MEL_5	ME:UACC_257	ME:UACC_62	LC:A549	LC:EKVX	LC:NCI_H226	LC:NCI_H23	LC:NCI_H322M	LC:NCI_H460	LC:NCI_H522	LC:HOP_62	LC:HOP_92	OV:IGROV1	OV:OVCAR_3	OV:OVCAR_4	OV:OVCAR_5	OV:OVCAR_8	OV:SK_OV_3	PR:DU_145	PR:PC_3	RE:786_0	RE:A498	RE:ACHN	RE:CAKI_1	RE:RXF_393	RE:SN12C	RE:TK_10	RE:UO_31
hsa-mir-940	0.58	-1.367	-1.08	-0.285	-0.889	-0.309	-0.414	-0.649	-1.318	-0.652	-0.239	-0.653	0.906	-0.231	-0.63	-1.662	-0.535	-1.351	1.515	-0.015	0.863	-0.074	2.732	0.681	0.732	-0.77	-0.628	-0.954	0.004	0.58	-0.502	-0.569	-0.607	-0.987	-1.07	-0.791	-1.69	0.12	-1.377	-1.048	-0.666	-0.872	-0.793	-1.106	-2.088	-0.019	-0.788	-1.271	-1.131	-1.489	-0.629	0.447	-0.855	-0.873	-1.236	-0.559	-0.418
hsa-mir-193b	-3.274	-4.208	-3.829	-3.529	-2.869	-3.639	-3.093	-2.787	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-2.602	-3.167	-1.38	-3.201	-2.905	-2.26	-3.791	-2.842	-3.345	-3.673	-2.607	-3.213	-3.36	-3.925	-2.891	-2.942	-2.656	-3.916	-3.413	-3.176	-3.903	-3.272	-3.606	-3.763	-3.07	-3.454	-3.785	-2.43	-1.549	-4.157	-3.366	-2.913	-1.57	-2.984	-3.45	-2.161	-2.997	-3.026	-3.998
hsa-mir-365-1	2.152	2.939	3.453	1.077	4.804	1.408	1.575	3.534	1.547	1.155	0.593	-2.267	1.02	0.54	1.531	1.198	0.519	-0.859	-3.216	-1.741	0.798	-2.906	2.022	-2.234	1.924	2.97	2.038	1.882	0.983	0.128	0.563	2.447	3.766	3.727	4.201	1.778	4.105	3.219	1.133	3.076	2.196	2.389	0.979	1.8	0.234	3.534	3.552	2.332	1.229	3.068	3.649	2.274	2.882	3.163	3.334	2.476	1.201
hsa-mir-484	-1.657	-1.423	-0.31	-0.947	-0.478	-0.948	-0.322	-1.16	-2.151	-1.452	-1.257	-1.259	-0.709	-1.698	-0.584	-1.478	-0.499	-0.583	0.69	-0.054	-1.279	0.267	-0.305	-1.309	-1.429	-1.079	-0.365	-2.817	-1.959	-2.38	-2.223	-1.869	-0.924	-1.045	-1.325	-2.195	-2.775	-0.838	-2.529	-1.286	-2.325	-0.717	-1.249	-1.194	-1.27	-0.323	-1.072	-1.589	-2.321	-1.992	-1.666	-0.436	-2.493	-1.91	-0.287	-1.55	-0.885
hsa-mir-138-2	-3.802	-1.988	-4.002	-0.052	-3.412	-1.317	-3.093	-3.862	-2.747	-1.224	-2.64	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.098	-2.26	-4.216	-2.357	-3.345	-3.509	-2.607	-3.213	-3.36	-3.612	-1.216	-4.328	-4.374	-3.916	-3.906	-0.525	-3.903	-1.401	-3.606	-3.522	-3.07	-3.454	-3.785	-1.513	-3.045	-0.98	-3.366	-1.892	-2.894	-3.845	-1.802	-1.891	-2.867	-2.848	0.532
hsa-mir-328	-3.617	-4.41	-3.882	-3.529	-3.113	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.234	-3.453	-3.935	-3.687	-4.388	-3.545	-3.167	-0.037	-3.201	-2.027	-2.26	-4.257	-3.98	-3.288	-2.978	-2.607	-3.086	-2.346	-3.434	-2.138	-4.328	-4.374	-2.628	-4.038	-3.176	-2.262	-3.497	-3.606	-4.028	-2.746	-2.514	-3.785	-3.661	-3.045	-4.13	-3.286	-2.924	-2.633	-3.962	-3.827	-3.496	-3.748	-2.323	-3.998
hsa-mir-140	0.326	0.838	-1.774	-0.151	-2.154	-1.161	0.095	1.532	1.285	0.277	-0.631	-2.776	-1.997	-1.274	-0.293	-2.327	-1.429	-0.058	-0.245	1.127	0.23	0.682	0.236	0.066	-1.358	-0.326	0.895	1.924	0.592	-0.412	0.061	1.182	0.038	-1.717	1.3	-0.898	-2.296	-1.956	-1.484	0.654	-0.218	-0.736	-3.07	-3.328	-1.01	-0.614	0.73	-0.812	-0.587	-0.464	0.218	-0.097	-1.375	-0.015	0.23	-0.31	-0.106
hsa-mir-22	3.464	4.491	1.637	4.631	2.562	4.197	4.686	4.026	3.683	4.404	4.115	2.672	2.552	1.031	1.976	1.68	2.008	0.089	-2.092	-2.388	3.328	-0.876	0.858	2.548	3.251	3.348	4.109	2.696	4.501	2.677	4.041	2.165	4.584	4.49	4.694	3.55	3.735	3.245	2.634	4.878	3.713	2.265	2.998	3.437	2.958	3.906	4.414	3.474	3.661	4.04	5.38	2.988	2.696	3.984	3.271	4.048	2.865
hsa-mir-132	-0.426	-2.195	-1.094	-0.958	-1.773	-2.309	-1.7	-1.928	-2.477	-1.199	-2.185	-3.519	-1.028	-1.982	-1.597	-0.971	-2.447	-0.824	-3.545	-3.167	-0.855	-3.201	-2.905	-2.113	-1.595	-1.114	-1.984	-2.426	-2.226	-1.459	-1.718	-2.741	-1.427	-1.816	-1.989	1.305	-2.922	-1.073	-1.224	-1.245	-0.987	-3.473	-3.07	-3.322	-2.882	-3.05	-2.378	-3.405	-2.518	-1.659	-0.693	-3.432	-4.513	-2.611	-2.39	-2.83	-3.998
hsa-mir-212	-0.988	-2.621	-1.603	-1.317	-1.452	-0.338	-0.524	-1.819	-1.992	-0.588	0.928	-1.294	-1.352	-1.135	-0.989	-2.026	-2.19	-1.133	-0.609	-0.912	-1.142	-2.782	-2.39	-2.226	-1.415	-0.59	-3.188	-3.252	-2.525	-2.485	-1.623	-1.49	-2.026	-2.519	-1.181	-0.657	-2.927	-0.083	-2.862	-2.005	-2.299	-1.529	-3.07	-2.39	-2.384	-1.282	-1.614	-0.836	-1.887	-2.545	-2.087	-0.534	-1.285	-1.73	-0.485	-1.809	-1.8
hsa-mir-195	0.003	1.679	0.969	-2.113	-0.007	-0.243	-3.083	-0.683	-0.327	-0.814	-2.479	-2.353	-3.424	-3.39	-2.033	-4.116	-3.526	-3.467	-1.773	-1.86	-1.38	-3.201	-2.905	-2.26	-2.074	-1.904	-2.223	-3.673	-2.607	-1.622	-3.36	-3.419	-2.003	-0.375	-3.525	0.416	-4.285	-2.737	-3.158	-2.947	-2.621	-2.524	-2.949	-3.32	-3.785	-1.732	-2.46	-1.177	-3.364	-3.624	-0.724	-1.977	-3.315	-2.748	-1.67	-0.938	-2.775
hsa-mir-497	-0.821	0.323	0.036	-3.529	-1.053	-1.536	-3.093	-2.329	-1.716	-2.577	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.913	-3.49	-3.345	-3.673	-2.607	-2.916	-3.36	-4.595	-2.891	-1.814	-4.374	-0.642	-4.285	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-3.454	-3.785	-3.193	-3.045	-2.766	-3.366	-3.624	-2.746	-3.904	-4.513	-3.496	-3.679	-2.746	-3.998
hsa-mir-324	3.07	1.854	2.255	2.409	2.495	3.203	3.427	2.033	1.696	2.578	3.977	2.616	2.424	3.352	3.321	1.355	1.718	3.449	3.4	4.172	1.75	2.233	1.822	1.924	3.432	3.93	1.726	1.098	1.892	2.102	2.083	3.257	2.064	1.107	3.115	1.225	1.256	4.306	1.135	1.381	1.304	3.775	1.885	1.928	1.239	3.637	1.89	3.699	1.887	1.84	1.987	4.206	3.479	1.215	3.698	2.159	3.702
hsa-mir-744	-2.054	-1.655	-2.123	-1.667	-1.693	-1.438	-2.686	-2.372	-2.101	-1.003	-0.825	-2.978	-2.381	-0.568	-0.637	-2.481	-1.857	-4.388	-1.421	-2.253	-1.38	-1.566	-2.905	-2.26	-2.949	-2.785	-2.678	-3.622	-2.607	-1.602	-2.637	-1.975	-0.686	-1.148	-1.13	-1.077	-1.285	-1.601	-0.765	-0.896	-3.053	-1.233	0.041	-1.548	-1.639	-2.915	-1.878	-1.284	-2.147	-1.162	-2.894	-3.386	-2.576	-2.63	-2.133	-2.447	-2.439
hsa-mir-33b	-3.211	-4.41	-4.002	-3.529	-3.412	-3.574	-3.093	-3.862	-4.306	-3.698	-3.078	-3.647	-3.615	-3.286	-3.453	-4.116	-3.687	-4.097	-2.192	-3.167	-1.38	-3.201	-2.905	-2.26	-3.978	-3.71	-3.345	-3.128	-2.607	-3.213	-3.36	-3.618	-2.891	-4.328	-4.262	-3.916	-4.285	-2.95	-3.903	-3.497	-3.606	-3.653	-3.07	-3.454	-3.785	-3.32	-3.045	-4.262	-3.366	-3.486	-2.894	-3.522	-3.984	-3.496	-2.917	-3.162	-3.762
hsa-mir-423	-1.104	-1.151	-0.603	-0.457	0.91	-0.496	0.221	-0.78	-1.137	-0.283	-0.557	0.18	-0.161	-0.568	-0.263	-0.402	0.271	-1.126	-0.168	0.954	0.349	0.7	0.201	0.047	-0.314	-0.22	-0.108	-0.439	-0.552	-0.404	-0.231	-0.686	0.273	-0.813	-0.458	0.005	-0.158	0.274	-1.102	0.021	-0.101	-0.153	0.305	-1.143	-0.772	-0.634	0.348	0.054	-0.535	-0.683	-0.362	-0.084	-0.415	-1.141	-1.054	-0.456	-0.844
hsa-mir-193a	-1.117	-0.476	-1.719	-3.529	-0.24	-2.6	-1.411	-0.081	-3.13	-3.698	-3.202	-3.647	-1.716	-3.398	-3.453	-4.116	-3.687	-4.388	-2.895	-3.167	-1.38	-3.201	-2.905	-2.26	-0.684	-1.386	-0.749	-2.973	-2.607	-3.213	-2.202	-1.752	-2.856	-1.76	-0.117	-2.743	-2.294	-3.176	-3.272	-0.359	-0.415	-1.345	-3.07	-3.454	-3.785	-0.979	-1.579	-1.767	-2.098	-0.496	0.192	-3.021	-1.281	-0.722	-1.456	-0.828	-3.932
hsa-mir-365-2	2.152	2.939	3.453	1.077	4.804	1.408	1.575	3.534	1.547	1.155	0.593	-2.267	1.02	0.54	1.531	1.198	0.519	-0.859	-3.216	-1.741	0.798	-2.906	2.022	-2.234	1.924	2.97	2.038	1.882	0.983	0.128	0.563	2.447	3.766	3.727	4.201	1.778	4.105	3.219	1.133	3.076	2.196	2.389	0.979	1.8	0.234	3.534	3.552	2.332	1.229	3.068	3.649	2.274	2.882	3.163	3.334	2.476	1.201
hsa-mir-152	-3.78	-0.022	-2.184	-2.539	-0.697	-2.601	-0.617	0.111	-0.815	-3.381	-1.986	-3.647	-3.615	-3.398	-2.365	-4.053	-3.687	-3.222	-3.545	-3.167	-1.38	-3.201	-2.905	-0.915	-4.257	-3.578	-0.252	-3.673	-1.873	-2.319	-0.633	-1.131	-1.462	-1.379	-3.763	-1.966	-4.12	-2.123	-3.607	-1.361	-3.606	-4.028	-2.755	-3.454	-3.785	-2.279	-3.045	-3.02	-3.366	-1.577	-0.911	-3.049	-1.562	-1.218	0.151	-1.823	-1.399
hsa-mir-10a	-3.769	-4.41	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.297	-3.398	-1.353	-2.44	-3.687	-2.776	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-3.992	-2.851	-3.345	-3.673	-2.607	-3.213	-3.36	-4.459	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	-3.606	-1.907	-3.07	-3.454	-3.785	-3.661	-2.477	-3.362	-3.366	-3.624	-2.894	-2.946	-2.677	-3.496	-0.146	-3.162	-3.292
hsa-mir-196a-1	0.479	0.306	2.043	-3.529	3.713	0.158	0.944	1.052	0.146	0.516	0.054	-1.975	1.239	-0.435	0.031	0.834	0.03	1.158	-3.545	-3.167	-0.918	-3.201	-2.905	0.868	-3.335	-0.108	-0.314	-1.777	-1.559	-1.743	-1.383	-0.083	-0.557	1.856	-4.374	-0.034	-4.285	-0.371	0.352	-0.696	-3.606	-4.028	-2.108	-3.454	-0.404	0.319	-1.284	-0.869	-3.366	1.548	0.843	0.122	0.086	0.931	-1.444	0.317	-0.021
hsa-mir-142	-3.802	-4.41	-4.002	-2.086	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	4.72	-1.087	-3.398	-2.919	-1.804	-3.687	4.515	6.491	7.366	5.355	7.246	4.834	5.769	1.158	-3.98	-2.888	-3.673	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.903	-3.497	1.99	-4.028	-3.07	-3.454	-2.475	1.406	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.998
hsa-mir-454	-3.657	-3.005	-0.016	-1.157	-0.258	-1.919	-2.047	-1.579	-2.522	-1.421	-2.307	-1.581	-2.236	-3.124	-2.188	-1.481	-2.336	-2.684	-1.02	-1.12	-1.38	0.019	-1.731	-2.26	-2.027	-2.909	-1.142	-1.396	-2.333	-2.115	-1.136	-2.618	-2.447	-2.101	-1.894	-2.229	-1.792	-3.118	-0.822	-1.26	-2.202	-1.83	-3.027	-2.911	-2.472	-0.943	-2.424	-0.863	-1.448	-2.65	-2.798	-2.218	-1.196	-3.201	-2.204	-1.706	-2.269
hsa-mir-301a	-1.096	-0.513	2.898	1.076	3.506	0.603	-1.155	0.387	-0.676	0.341	-0.466	-0.415	-0.61	0.666	0.647	0.731	0.266	-0.345	1.075	0.538	-0.79	1.965	1.174	0.291	0.173	-1.055	-0.297	0.844	-0.084	0.249	1.151	0.552	0.127	0.239	0.209	1.341	1.271	-0.029	2.909	0.823	-0.466	0.931	-0.605	-0.298	0.492	0.564	-0.171	0.574	0.618	0.554	-1.006	-1.279	0.362	-0.792	-0.937	0.382	-0.249
hsa-mir-21	5.994	7.898	7.861	8.335	6.275	6.791	9.148	8.597	7.493	9.365	8.718	8.096	6.394	7.543	6.79	6.769	7.261	6.319	2.327	5.269	7	4.889	4.604	8.14	7.073	7.356	7.484	7.254	7.518	7.449	6.796	6.445	9.159	7.815	7.128	7.558	8.088	5.565	8.284	9.193	8.74	6.69	4.182	7.351	7.67	7.567	9.21	7.935	8.229	7.268	8.397	7.858	8.306	5.03	6.409	8.894	7.53
hsa-mir-636	-3.405	-4.41	-4.002	-3.529	-3.412	-3.501	-2.922	-3.862	-4.306	-3.698	-3.202	-3.647	-3.138	-3.37	-3.453	-4.116	-3.687	-4.388	-2.56	-3.167	-1.38	-3.201	-2.807	-2.26	-3.65	-3.958	-3.345	-3.673	-2.607	-3.213	-3.36	-4.152	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.86	-3.497	-3.606	-3.996	-3.07	-3.454	-3.785	-3.323	-3.045	-4.34	-3.366	-3.624	-2.894	-3.116	-4.221	-3.496	-4.382	-3.162	-3.9
hsa-mir-338	-3.802	-4.41	-0.628	-3.529	-2.541	-3.639	-3.093	-3.862	0.591	-3.698	-3.202	-3.647	1.738	-3.398	-3.315	0.919	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	2.933	0.087	-2.607	-1.902	0.726	-1.563	-2.891	-4.25	-4.374	-3.905	-4.285	-3.176	-1.091	-3.497	-3.606	-3.819	-3.07	-3.454	-3.785	-3.559	-3.045	-4.281	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-4.549	-3.162	-3.935
hsa-mir-7-3	-0.874	0.188	3.035	1.494	1.113	0.424	0.523	0.906	-1.09	-0.676	-0.461	3.188	2.551	3.173	2.526	3.346	3.306	3.369	0.633	0.155	1.153	2.009	0.948	2.74	1.164	0.68	-2.097	-0.787	0.395	-0.202	-1.24	-0.091	1.099	0.332	-0.286	0.506	0.317	1.914	1.077	0.227	0.436	0.781	-0.234	0.844	0.878	0.013	-0.892	1.784	-1.093	0.233	0.426	-0.483	0.824	0.509	0.5	0.898	-0.277
hsa-mir-1238	-2.795	-4.11	-3.539	-3.235	-2.716	-2.192	-1.993	-3.087	-4.05	-3.422	-1.749	-3.336	-2.867	-2.094	-2.51	-3.857	-2.974	-3.544	-2.26	-2.047	-1.348	-3.069	-2.487	-2.148	-3.105	-2.858	-3.263	-3.594	-2.526	-3.029	-3.343	-3.456	-2.337	-3.728	-3.418	-3.88	-3.998	-2.12	-3.676	-2.935	-3.356	-2.811	-2.75	-2.98	-3.785	-2.402	-2.634	-3.399	-3.342	-3.624	-2.724	-2.696	-3.081	-3.348	-3.289	-2.693	-2.843
hsa-mir-638	2.607	-0.621	-0.35	0.671	0.1	1.241	1.151	-0.164	-0.147	0.029	0.809	0.857	1.472	0.336	0.433	-0.898	0.158	0.331	3.471	1.095	1.471	0.805	3.815	2.254	2.142	0.912	-0.163	-0.591	-0.243	0.578	-0.128	1.129	0.321	0.263	0.341	-0.702	-1.036	1.549	-0.552	-0.44	0.369	0.416	-0.425	-0.854	-0.946	1.651	-0.164	0.082	-0.365	-0.637	-0.277	1.301	0.071	-0.196	0.384	0.067	0.679
hsa-mir-24-2	4.996	4.918	3.395	5.045	4.57	4.281	4.649	4.555	4.835	4.926	4.446	4.379	3.21	3.273	3.699	3.802	3.994	3.804	-0.669	4.017	2.385	0.163	4.243	4.089	3.817	4.07	4.398	4.404	5.084	3.459	3.55	3.787	5.085	4.665	4.803	5.315	5.432	3.034	4.876	4.849	4.109	3.481	5.304	5.247	4.06	4.073	6.267	3.752	5.179	4.783	4.827	2.643	4.096	4.873	3.619	4.265	3.495
hsa-mir-27a	4.424	4.938	3.415	5.026	3.064	4.467	5.27	4.131	4.144	5.08	4.294	2.981	3.345	3.354	3.641	3.174	3.469	2.82	-1.581	4.468	2.952	-0.954	3.913	4.468	4.046	4.658	3.613	4.527	4.885	2.8	2.528	3.335	4.594	4.349	4.132	4.668	4.955	3.361	4.696	4.886	4.857	1.906	4.412	5.024	3.552	4.338	6.714	4.005	5.106	4.412	4.885	3.427	3.908	4.779	4.093	4.37	3.528
hsa-mir-23a	5.498	5.511	4.078	5.577	3.871	5.175	5.98	4.803	4.953	5.605	5.055	3.798	4.022	4.14	4.384	3.926	3.802	3.663	-0.407	5.517	2.673	-1.28	4.357	4.127	4.969	5.592	4.275	4.658	5.029	3.358	3.332	4.43	4.99	5.081	5.486	5.538	5.73	4.158	4.8	5.412	5.116	3.115	5.375	5.286	3.755	5.596	6.557	5.37	5.536	4.169	5.066	4.366	5.354	4.804	5.427	4.515	4.581
hsa-mir-181c	-2.591	-2.728	-2.29	-2.664	-3.084	-1.943	-3.093	-2.071	-2.053	-1.937	-3.039	-3.647	-3.615	-3.398	-3.149	-3.082	-3.687	-0.94	-0.569	-0.787	-1.38	-0.81	-0.114	-2.26	-3.975	-3.105	-2.791	-3.673	-2.607	-3.213	-3.36	-4.371	-2.741	-1.69	-2.397	-3.04	-2.712	-3.176	-1.169	-1.846	-3.527	-4.028	-1.692	-3.427	-3.785	-3.109	-2.487	-2.318	-3.027	-3.624	-2.894	-2.298	-2.541	-2.49	-2.494	-3.162	-2.282
hsa-mir-181d	-0.939	-1.855	-0.947	-0.927	-0.747	-1	-0.425	-1.493	-1.814	-0.57	-1	-1.296	-1.646	-1.616	-1.778	-2.358	-2.935	0.013	0.702	0.486	0.294	-0.9	0.199	-1.33	-1.147	-0.961	-2.058	-1.579	-2.36	-2.175	-2.082	-1.071	-0.89	-1.324	-1.311	-1.782	-1.76	-0.369	-0.754	-1.015	-0.749	-2.387	-1.488	-1.627	-2.994	-0.272	-1.248	-1.059	-1.521	-1.154	-0.515	0.323	-0.785	-1.857	-0.926	-2.252	-0.65
hsa-mir-330	-3.017	-3.95	-2.864	-3.396	-3.135	-3.5	-2.748	-3.835	-4.306	-3.698	-3.202	-3.647	-3.615	-2.293	-2.474	-3.74	-3.362	-3.278	-2.17	-2.849	-1.38	-3.201	-2.567	-2.26	-2.558	-3.096	-3.298	-3.673	-2.535	-3.213	-2.039	-2.262	-2.891	-3.866	-3.486	-3.03	-3.941	-1.998	-3.187	-2.167	-3.606	-1.981	-3.07	-3.454	-3.728	-3.187	-3.045	-3.511	-3.297	-3.528	-2.894	-3.215	-3.344	-2.923	-3.213	-3.162	-2.071
hsa-mir-769	-2.103	-2.62	-1.662	-2.345	-1.232	-3.307	-2.057	-1.639	-2.561	-1.17	-1.938	-2.362	-2.934	-2.218	-1.39	-1.615	-2.188	-2.723	-1.851	-2.295	-1.38	-0.51	-2.144	-1.773	-3.508	-3.98	-3.233	-3.566	-2.363	-1.832	-2.513	-2.627	-1.218	-3.152	-3.292	-1.47	-2.185	-3.176	-1.072	-2.139	-2.348	-1.849	-1.916	-1.452	-2.128	-3.485	-1.919	-3.841	-2.199	-0.982	-2.124	-3.962	-4.511	-2.074	-3.103	-1.574	-3.918
hsa-mir-150	-0.485	-3.306	-2.44	-2.493	-2.968	-1.651	-2.503	-2.67	-2.916	-2.427	-2.494	-2.512	-0.586	-1.487	-2.357	-3.609	-2.386	-2.416	0.641	-1.823	-1.38	-3.19	-0.812	-1.506	0.476	-1.89	-2.322	-2.48	-2.153	0.083	-1.886	-1.221	-2.891	-2.753	-2.242	-3.658	-3.534	-1.134	-3.77	-3.018	-2.209	-2.06	-3.07	-3.371	-3.362	-1.224	-3.045	-1.69	-2.813	-3.462	-1.768	0.031	-1.69	-2.716	-1.953	-2	-0.918
hsa-mir-99b	1.264	1.102	2.151	1.574	2.088	0.425	0.665	1.768	1.198	2.124	1.17	-3.647	-0.85	0.844	1.376	1.625	-1.723	-0.353	-3.545	-3.167	0.496	-3.201	-2.905	-2.26	-4.257	0.119	0.021	-0.179	-0.117	-0.711	0.534	0.298	2.479	1.732	2.806	2.866	1.997	-0.153	0.758	2.062	0.973	0.957	2.747	2.531	1.152	0.302	1.98	-0.452	1.912	1.78	1.535	-0.354	0.178	2.079	0.232	1.319	0.258
hsa-let-7e	2.235	2.883	3.83	3.358	2.843	1.962	2.883	3.451	3.05	3.941	2.573	-2.893	0.668	1.6	2.697	3.401	-0.023	0.588	-3.545	-1.92	1.94	-2.535	-2.905	-2.26	-3.795	2.278	2.151	2.132	2.263	1.278	2.016	1.144	3.963	3.547	3.81	4.121	3.814	0.52	2.282	4.142	3.597	1.689	3.777	4.443	3.055	1.996	4.591	1.05	3.988	3.703	3.444	1.444	1.486	3.913	1.967	3.514	1.716
hsa-mir-125a	1.226	1.296	2.047	1.944	2.107	0.579	1.896	2.279	1.625	2.48	1.363	-3.647	-0.66	0.484	1.622	1.399	-1.62	-0.241	-3.545	-3.167	1.835	-3.201	-2.905	-2.26	-4.257	1.203	0.273	0.111	0.628	-0.838	0.587	-0.317	2.485	1.722	2.529	2.348	1.934	-0.002	0.563	2.335	1.912	0.881	2.466	2.895	1.161	0.841	3.163	-0.07	2.04	2.078	2.402	0.486	0.459	2.231	0.844	1.704	0.642
hsa-mir-512-1	-2.922	-1.722	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.488	-3.167	-1.38	-3.201	-2.905	-2.26	-3.78	-3.98	-3.345	-2.385	-2.607	-3.213	-3.36	-3.226	-2.891	-4.328	-4.374	-3.916	-4.285	-2.896	-3.903	-3.497	-3.606	-3.417	-3.07	-3.454	-3.785	-2.486	-3.045	-3.764	-3.366	-3.624	-2.894	-3.337	-4.513	-3.496	-4.306	-3.162	-3.779
hsa-mir-512-2	-2.922	-1.722	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-1.488	-3.167	-1.38	-3.201	-2.905	-2.26	-3.78	-3.98	-3.345	-2.385	-2.607	-3.213	-3.36	-3.226	-2.891	-4.328	-4.374	-3.916	-4.285	-2.896	-3.903	-3.497	-3.606	-3.417	-3.07	-3.454	-3.785	-2.486	-3.045	-3.764	-3.366	-3.624	-2.894	-3.337	-4.513	-3.496	-4.306	-3.162	-3.779
hsa-mir-498	-2.668	-2.603	-3.965	-3.26	-3.29	-3.421	-2.914	-3.862	-4.26	-3.433	-3.202	-3.595	-3.307	-3.31	-3.403	-4.011	-3.687	-4.303	-1.565	-3.066	-1.288	-3.201	-2.837	-2.26	-2.911	-3.327	-3.345	-2.859	-2.607	-2.797	-3.15	-3.166	-2.877	-3.505	-4.156	-3.696	-4.285	-2.632	-3.518	-3.497	-3.171	-3.73	-3.07	-3.454	-3.785	-2.898	-3.045	-3.421	-3.211	-3.525	-2.894	-2.809	-3.539	-3.496	-3.538	-3.162	-3.201
hsa-mir-519e	-3.476	-3.977	-4.002	-3.529	-3.412	-3.101	-3.093	-3.862	-4.29	-3.629	-3.202	-3.522	-3.615	-3.398	-3.453	-4.03	-3.687	-4.098	-2.697	-3.061	-1.38	-3.201	-2.905	-2.26	-3.208	-2.949	-3.345	-3.673	-2.607	-3.213	-3.36	-4.159	-2.891	-4.328	-3.717	-3.916	-4.285	-2.331	-3.903	-3.497	-3.606	-3.923	-3.07	-3.454	-3.785	-3.23	-3.004	-3.24	-3.366	-3.624	-2.894	-2.341	-3.619	-3.496	-3.138	-3.116	-3.348
hsa-mir-517a	-3.802	-1.028	-4.002	-3.509	-3.412	-2.197	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-2.119	-4.116	-3.687	-4.388	-3.545	-3.167	-1.38	-3.201	-2.905	-2.26	-4.257	-3.98	-3.345	-1.58	-2.607	-3.213	-3.36	-4.655	-2.891	-4.328	-4.374	-3.916	-4.127	-3.176	-3.903	-3.497	-3.606	-4.028	-3.07	-2.16	-3.785	-0.693	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.513	-3.496	-2.433	-3.162	-3.998
hsa-mir-521-2	-3.802	-3.371	-4.002	-2.429	-3.412	-1.115	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-0.68	-4.116	-3.687	-4.388	-3.545	-3.167	-0.834	-3.201	-2.766	-2.26	-4.257	-3.98	-3.345	-3.186	-2.607	-3.213	-3.207	-4.413	-2.781	-3.454	-4.374	-3.916	-2.652	-3.176	-3.096	-3.497	-3.606	-3.619	-0.51	0.439	-3.785	-0.252	-3.045	-4.34	-3.366	-3.624	-2.894	-3.962	-4.415	-3.496	-1.974	-3.162	-3.998
hsa-mir-518e	-3.802	-4.129	-4.002	-3.529	-3.412	-3.639	-3.093	-3.862	-4.306	-3.698	-3.202	-3.647	-3.615	-3.398	-3.453	-4.116	-3.687	-4.388	-3.545	-3.167	-1.027	-3.201	-2.905	-1.96	-4.257	-3.98	-3.098	-3.197	-2.607	-2.816	-3.345	-4.655	-2.891	-4.328	-4.374	-3.916	-4.285	-3.176	-3.836	-3.497	-3.606	-4.028	-2.808	-2.488	-3.185	-3.661	-2.678	-4.34	-3.269	-3.017	-2.661	-3.962	-4.513	-3.304	-4.549	-2.971	-3.998
